Re, Im, Closest
0.000000, 0.000000, 0
0.000000, 0.000000, 0
-3.840000, -4.000000, 0
-3.760000, -4.000000, 0
-3.680000, -4.000000, 0
-3.600000, -4.000000, 0
-3.520000, -4.000000, 0
-3.440000, -4.000000, 0
-3.360000, -4.000000, 0
-3.280000, -4.000000, 0
-3.200000, -4.000000, 0
-3.120000, -4.000000, 0
-3.040000, -4.000000, 0
-2.960000, -4.000000, 0
-2.880000, -4.000000, 0
-2.800000, -4.000000, 0
-2.720000, -4.000000, 0
-2.640000, -4.000000, 0
-2.560000, -4.000000, 0
-2.480000, -4.000000, 0
-2.400000, -4.000000, 0
-2.320000, -4.000000, 0
-2.240000, -4.000000, 0
-2.160000, -4.000000, 0
-2.080000, -4.000000, 0
-2.000000, -4.000000, 0
-1.920000, -4.000000, 0
-1.840000, -4.000000, 0
-1.760000, -4.000000, 0
-1.680000, -4.000000, 0
-1.600000, -4.000000, 0
-1.520000, -4.000000, 0
-1.440000, -4.000000, 0
-1.360000, -4.000000, 0
-1.280000, -4.000000, 0
-1.200000, -4.000000, 0
-1.120000, -4.000000, 0
-1.040000, -4.000000, 0
-0.960000, -4.000000, 0
-0.880000, -4.000000, 1
-0.800000, -4.000000, 1
-0.720000, -4.000000, 1
-0.640000, -4.000000, 1
-0.560000, -4.000000, 1
-0.480000, -4.000000, 1
-0.400000, -4.000000, 1
-0.320000, -4.000000, 1
-0.240000, -4.000000, 1
-0.160000, -4.000000, 1
-0.080000, -4.000000, 1
0.000000, -4.000000, 1
0.080000, -4.000000, 1
0.160000, -4.000000, 1
0.240000, -4.000000, 1
0.320000, -4.000000, 1
0.400000, -4.000000, 1
0.480000, -4.000000, 1
0.560000, -4.000000, 1
0.640000, -4.000000, 1
0.720000, -4.000000, 1
0.800000, -4.000000, 1
0.880000, -4.000000, 1
0.960000, -4.000000, 1
1.040000, -4.000000, 1
1.120000, -4.000000, 1
1.200000, -4.000000, 1
1.280000, -4.000000, 1
1.360000, -4.000000, 1
1.440000, -4.000000, 1
1.520000, -4.000000, 1
1.600000, -4.000000, 1
1.680000, -4.000000, 1
1.760000, -4.000000, 1
1.840000, -4.000000, 1
1.920000, -4.000000, 1
2.000000, -4.000000, 1
2.080000, -4.000000, 1
2.160000, -4.000000, 1
2.240000, -4.000000, 1
2.320000, -4.000000, 1
2.400000, -4.000000, 1
2.480000, -4.000000, 1
2.560000, -4.000000, 1
2.640000, -4.000000, 1
2.720000, -4.000000, 1
2.800000, -4.000000, 1
2.880000, -4.000000, 1
2.960000, -4.000000, 1
3.040000, -4.000000, 1
3.120000, -4.000000, 1
3.200000, -4.000000, 1
3.280000, -4.000000, 1
3.360000, -4.000000, 1
3.440000, -4.000000, 1
3.520000, -4.000000, 1
3.600000, -4.000000, 1
3.680000, -4.000000, 1
3.760000, -4.000000, 1
3.840000, -4.000000, 1
3.920000, -4.000000, 1
-4.000000, -3.920000, 0
-3.920000, -3.920000, 0
-3.840000, -3.920000, 0
-3.760000, -3.920000, 0
-3.680000, -3.920000, 0
-3.600000, -3.920000, 0
-3.520000, -3.920000, 0
-3.440000, -3.920000, 0
-3.360000, -3.920000, 0
-3.280000, -3.920000, 0
-3.200000, -3.920000, 0
-3.120000, -3.920000, 0
-3.040000, -3.920000, 0
-2.960000, -3.920000, 0
-2.880000, -3.920000, 0
-2.800000, -3.920000, 0
-2.720000, -3.920000, 0
-2.640000, -3.920000, 0
-2.560000, -3.920000, 0
-2.480000, -3.920000, 0
-2.400000, -3.920000, 0
-2.320000, -3.920000, 0
-2.240000, -3.920000, 0
-2.160000, -3.920000, 0
-2.080000, -3.920000, 0
-2.000000, -3.920000, 0
-1.920000, -3.920000, 0
-1.840000, -3.920000, 0
-1.760000, -3.920000, 0
-1.680000, -3.920000, 0
-1.600000, -3.920000, 0
-1.520000, -3.920000, 0
-1.440000, -3.920000, 0
-1.360000, -3.920000, 0
-1.280000, -3.920000, 0
-1.200000, -3.920000, 0
-1.120000, -3.920000, 0
-1.040000, -3.920000, 0
-0.960000, -3.920000, 0
-0.880000, -3.920000, 0
-0.800000, -3.920000, 1
-0.720000, -3.920000, 1
-0.640000, -3.920000, 1
-0.560000, -3.920000, 1
-0.480000, -3.920000, 1
-0.400000, -3.920000, 1
-0.320000, -3.920000, 1
-0.240000, -3.920000, 1
-0.160000, -3.920000, 1
-0.080000, -3.920000, 1
0.000000, -3.920000, 1
0.080000, -3.920000, 1
0.160000, -3.920000, 1
0.240000, -3.920000, 1
0.320000, -3.920000, 1
0.400000, -3.920000, 1
0.480000, -3.920000, 1
0.560000, -3.920000, 1
0.640000, -3.920000, 1
0.720000, -3.920000, 1
0.800000, -3.920000, 1
0.880000, -3.920000, 1
0.960000, -3.920000, 1
1.040000, -3.920000, 1
1.120000, -3.920000, 1
1.200000, -3.920000, 1
1.280000, -3.920000, 1
1.360000, -3.920000, 1
1.440000, -3.920000, 1
1.520000, -3.920000, 1
