Re, Im
-1.641426, 0.000000
-0.784147, 0.000000
0.288764, -0.648717
0.804911, -0.468436
0.288764, 0.648717
1.159470, 0.000000
0.804911, 0.468436
0.079347, -0.999011
-0.634907, -0.805514
-0.634907, 0.805514
0.079347, 0.999011
