-1.700838, -0.020793, 0
-1.684953, -0.023113, 0
-1.671258, -0.023618, 0
-1.659284, -0.022213, 0
-1.649185, -0.019204, 0
-1.641429, -0.014780, 0
-1.636466, -0.009225, 0
-1.634687, -0.003248, 0
-1.636226, 0.001824, 0
-1.640264, 0.004101, 0
-1.644045, 0.002228, 0
-1.643656, -0.001704, 0
-1.639932, -0.001656, 0
-1.641061, 0.001726, 0
-1.642156, -0.002398, 0
-1.640122, 0.007373, 0
-1.626605, -0.015171, 0
-1.751898, -0.037125, 0
-0.956816, -0.099939, 2
-0.846957, 0.031417, 2
-0.776586, 0.003078, 2
-0.785429, 0.000198, 2
-0.784888, -0.000169, 2
-0.784245, -0.000159, 2
-0.784124, -0.000038, 2
-0.784136, -0.000003, 2
-0.784146, 0.000006, 2
-0.784148, -0.000003, 2
-0.784146, 0.000006, 2
-0.784133, -0.000007, 2
-0.782225, -0.000785, 2
-1.710237, 0.204860, 0
-0.219759, 0.729594, 10
16.102212, 1.069579, 5
0.288766, -0.648716, 3
-0.968722, -0.731671, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
1.159470, 0.000000, 5
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648719, 3
0.253091, -1.178301, 8
-0.220134, -0.903691, 8
0.140316, -0.140865, 3
0.803680, -0.469292, 1
0.804913, -0.468449, 1
0.804915, -0.468431, 1
0.804909, -0.468440, 1
0.804913, -0.468443, 1
0.804931, -0.468416, 1
0.804839, -0.468397, 1
0.804793, -0.468639, 1
0.805321, -0.469036, 1
0.806960, -0.468972, 1
0.810196, -0.467572, 1
0.815662, -0.464059, 1
0.824209, -0.458125, 1
0.836665, -0.450153, 1
0.853466, -0.441087, 1
0.874477, -0.432067, 1
0.899073, -0.424056, 1
0.926379, -0.417654, 1
0.955499, -0.413089, 1
0.985666, -0.410304, 1
1.016299, -0.409073, 1
1.047006, -0.409104, 1
1.077548, -0.410100, 1
1.107799, -0.411795, 1
1.137707, -0.413970, 1
1.167268, -0.416453, 1
1.196503, -0.419112, 1
1.225449, -0.421851, 1
1.254143, -0.424601, 5
1.282625, -0.427313, 5
1.310933, -0.429955, 5
1.339101, -0.432505, 5
-1.699720, -0.015101, 0
-1.684321, -0.018335, 0
-1.671337, -0.019458, 0
-1.659932, -0.018595, 0
-1.650303, -0.016278, 0
-1.642964, -0.012699, 0
-1.638271, -0.008107, 0
-1.636443, -0.003170, 0
-1.637426, 0.000951, 0
-1.640359, 0.002804, 0
-1.643034, 0.001604, 0
-1.642872, -0.000921, 0
-1.640723, -0.000982, 0
-1.641200, 0.000674, 0
-1.641409, -0.000824, 0
-1.641826, 0.002297, 0
-1.637368, -0.002388, 0
-1.649405, -0.025434, 0
-1.006701, 0.001711, 2
-0.902194, 0.051521, 2
-0.803141, 0.004082, 2
-0.785250, -0.000149, 2
-0.784826, 0.000162, 2
-0.784258, -0.000065, 2
-0.784145, -0.000032, 2
-0.784140, -0.000005, 2
-0.784146, 0.000002, 2
-0.784147, -0.000001, 2
-0.784148, 0.000002, 2
-0.784144, -0.000001, 2
-0.784130, 0.000012, 2
-0.802418, -0.144034, 2
0.984637, 0.545639, 6
-0.536317, 0.759598, 9
0.287391, -0.648576, 3
1.159196, -0.000809, 5
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.634907, -0.805514, 7
-0.784147, -0.000000, 2
0.288629, -0.648716, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.079347, -0.999011, 8
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288764, -0.648717, 3
0.288765, -0.648717, 3
0.253074, -1.004369, 8
0.067095, -0.992574, 8
0.793311, -0.451163, 1
0.804906, -0.468408, 1
0.804908, -0.468437, 1
0.804912, -0.468435, 1
0.804910, -0.468438, 1
0.804914, -0.468439, 1
0.804916, -0.468423, 1
0.804865, -0.468430, 1
0.804891, -0.468584, 1
0.805364, -0.468729, 1
0.806684, -0.468266, 1
0.809292, -0.466288, 1
0.813915, -0.461918, 1
0.821627, -0.454784, 1
0.833511, -0.445348, 1
0.850147, -0.434756, 1
0.871389, -0.424358, 1
0.896496, -0.415257, 1
0.924448, -0.408094, 1
0.954227, -0.403066, 1
0.984988, -0.400054, 1
1.016115, -0.398761, 1
1.047204, -0.398832, 1
1.078028, -0.399924, 1
1.108475, -0.401741, 1
1.138512, -0.404043, 1
1.168150, -0.406646, 1
1.197424, -0.409413, 1
1.226381, -0.412246, 5
1.255067, -0.415076, 5
1.283529, -0.417854, 5
1.311808, -0.420549, 5
1.339940, -0.423142, 5
-1.698223, -0.009455, 0
-1.683425, -0.013815, 0
-1.671253, -0.015520, 0
-1.660386, -0.015135, 0
-1.651164, -0.013492, 0
-1.644204, -0.010735, 0
-1.639755, -0.007032, 0
-1.637879, -0.003005, 0
-1.638394, 0.000336, 0
-1.640473, 0.001874, 0
-1.642376, 0.001162, 0
-1.642375, -0.000461, 0
-1.641132, -0.000599, 0
-1.641256, 0.000227, 0
-1.641310, -0.000229, 0
-1.641738, 0.000690, 0
-1.640538, -0.000395, 0
-1.637976, -0.003491, 0
-1.415200, -0.004427, 0
-1.018811, 0.029903, 2
0.313792, -0.636524, 3
-0.785654, -0.001025, 2
-0.784618, 0.000560, 2
-0.784231, -0.000002, 2
-0.784156, -0.000021, 2
-0.784144, -0.000005, 2
-0.784146, 0.000001, 2
-0.784147, -0.000000, 2
-0.784147, 0.000001, 2
